% test error	% train error	
 9.2859e-01	 1.4863e+00	
 6.1646e-01	 7.9249e-01	
 5.0150e-01	 6.1266e-01	
 5.0843e-01	 5.1639e-01	
 6.1771e-01	 4.4541e-01	
 5.7320e-01	 3.7386e-01	
 5.9550e-01	 3.1374e-01	
 5.6525e-01	 2.6305e-01	
 5.1053e-01	 2.3740e-01	
 4.6208e-01	 1.9934e-01	
 4.5770e-01	 1.3901e-01	
 4.8165e-01	 1.2352e-01	
 4.8790e-01	 1.2510e-01	
 4.7650e-01	 1.0762e-01	
 4.6190e-01	 8.2634e-02	
 4.5834e-01	 6.1730e-02	
 4.8250e-01	 5.2877e-02	
 4.7732e-01	 4.8802e-02	
 4.9000e-01	 4.7052e-02	
 5.0515e-01	 4.1243e-02	
 4.9941e-01	 3.5314e-02	
